1494824250,0,2
1494824252,5.086803961290069,2
1494824254,170.34773370940746,0
1494824256,7.696043722299374,2
1494824258,1.176494826882163,2
1494824260,99.50936252608646,0
1494824262,97.41674911925824,0
1494824264,0.0,2
1494824266,0,2
1494824268,0,2
1494824270,0,2
1494824272,0,2
1494824274,0,2
1494824276,0,2
1494824278,0,2
1494824280,0,2
1494824282,0,2
1494824284,0,2
1494824286,0,2
1494824288,0,2
1494824290,0,2
1494824292,0,2
1494824294,0,2
1494824296,0,2
1494824298,28.147448865867837,1
1494824300,9.486288315423836,1
1494824302,2.3778195997815876,2
1494824304,2.496231321069834,2
1494824306,2.2134118762990487,2
1494824308,2.96174531472497,2
1494824310,5.882955812949104,2
1494824312,0,2
1494824314,5.737739034808726,2
1494824316,0,2
1494824318,0,2
1494824320,0,2
1494824322,0,2
1494824324,0,2
1494824326,0,2
1494824328,0,2
1494824330,0,2
1494824332,0,2
1494824334,0,2
1494824336,0,2
1494824338,0,2
1494824340,0,2
1494824342,0,2
1494824344,0,2
1494824346,0,2
1494824348,0,2
1494824350,0,2
1494824352,0,2
1494824354,0,2
1494824356,0,2
1494824358,0,2
1494824360,0,2
1494824362,0,2
1494824364,0,2
1494824366,0,2
1494824368,0,2
1494824370,0,2
1494824372,0,2
1494824374,4.0045995797447995,2
1494824376,0,2
1494824378,0,2
1494824380,0,2
1494824382,0,2
1494824384,0,2
1494824386,0,2
1494824388,0,2
1494824390,0,2
1494824392,0,2
1494824394,0,2
1494824396,0,2
1494824398,0,2
1494824400,0,2
1494824402,17.785639433069942,1
1494824404,11.993259322518407,1
1494824406,0.8154869119312347,2
1494824408,0.1895847765343401,2
1494824410,3.346861569605397,2
1494824412,4.248778408234222,2
1494824414,3.8081064565445923,2
1494824416,6.063435333773552,2
1494824418,4.47636858612796,2
1494824420,0,2
1494824422,5.909786909732966,2
1494824424,0,2
1494824426,7.580767375425015,2
1494824428,0,2
1494824430,5.254309782816424,2
1494824432,0.0,2
1494824434,5.522568343623277,2
1494824436,5.707002016323042,2
1494824438,3.355034468270677,2
